authorid,articleid
N2ceyz4AAAAJ,10.1093/restud/rdaa067
Nd5DURMAAAAJ,10.1093/restud/rdaa067
UGHG2AMAAAAJ,10.1093/restud/rdaa063
qUid6HgAAAAJ,10.1093/restud/rdaa032
rgwMoiIAAAAJ,10.1093/restud/rdaa032
f_kW5b0AAAAJ,10.1093/restud/rdab008
zR8D0UoAAAAJ,10.1093/restud/rdab008
f46No0UAAAAJ,10.1093/restud/rdaa031
OlNv-7AAAAAJ,10.1093/restud/rdaa031
1oqm0boAAAAJ,10.1093/restud/rdaa053
AdAd4QIAAAAJ,10.1093/restud/rdaa053
7IjFElwAAAAJ,10.1093/restud/rdaa042
ea6nLNgAAAAJ,10.1093/restud/rdaa042
XUPIOr4AAAAJ,10.1093/restud/rdaa015
f30y2IUAAAAJ,10.1093/restud/rdaa046
2RnGVfUAAAAJ,10.1093/restud/rdaa046
euTMS0sAAAAJ,10.1093/restud/rdaa043
MAybFB0AAAAJ,10.1093/restud/rdaa043
P3vioNgAAAAJ,10.1093/restud/rdaa043
tPokPzMAAAAJ,10.1093/restud/rdaa057
UkyUstUAAAAJ,10.1093/restud/rdaa057
Zmf3TZYAAAAJ,10.1093/restud/rdaa013
UFli6RgAAAAJ,10.1093/restud/rdaa013
E_zs3XIAAAAJ,10.1093/restud/rdaa033
vO-x3sAAAAAJ,10.1093/restud/rdaa033
8dF9uNMAAAAJ,10.1093/restud/rdaa033
V35oAqQAAAAJ,10.1093/restud/rdaa045
PF3lCKwAAAAJ,10.1093/restud/rdaa045
OnsPM5sAAAAJ,10.1093/restud/rdaa045
jKB2WcMAAAAJ,10.1093/restud/rdaa052
YHSRCCsAAAAJ,10.1093/restud/rdaa052
wotBkX8AAAAJ,10.1093/restud/rdaa052
KJ6EaDIAAAAJ,10.1093/restud/rdaa041
kTr5nqQAAAAJ,10.1093/restud/rdaa041
iWDktFsAAAAJ,10.1093/restud/rdaa049
PV6eG4cAAAAJ,10.1093/restud/rdaa049
p--uXSsAAAAJ,10.1093/restud/rdaa051
HNN-PNEAAAAJ,10.1093/restud/rdaa062
EKHi5FYAAAAJ,10.1093/restud/rdaa062
Me1vht4AAAAJ,10.1093/restud/rdaa062
UgwxWmgAAAAJ,10.1093/restud/rdaa018
CaLK16MAAAAJ,10.1093/restud/rdaa018
nqu4Z74AAAAJ,10.1093/restud/rdaa018
zzgkN1sAAAAJ,10.1093/restud/rdaa056
Z9ncxwsAAAAJ,10.1093/restud/rdaa056
0XJt9uQAAAAJ,10.1093/restud/rdaa056
sKDz30QAAAAJ,10.1093/restud/rdaa028
gHzPTJ8AAAAJ,10.1093/restud/rdaa048
Yc34MRYAAAAJ,10.1093/restud/rdaa068
y3IBYH8AAAAJ,10.1093/restud/rdaa068
tIf-LV4AAAAJ,10.1093/restud/rdaa007
x6bHWK8AAAAJ,10.1093/restud/rdaa030
KnrxUYQAAAAJ,10.1093/restud/rdaa030
K482GSAAAAAJ,10.1093/restud/rdaa035
m4N1s9AAAAAJ,10.1093/restud/rdaa023
V2eY1aoAAAAJ,10.1093/restud/rdaa023
WSC_eR4AAAAJ,10.1093/restud/rdaa036
7xsyvJMAAAAJ,10.1093/restud/rdaa061
gX4kyDoAAAAJ,10.1093/restud/rdaa061
V35oAqQAAAAJ,10.1093/restud/rdaa069
o4Wb9boAAAAJ,10.1093/restud/rdaa017
Ew7jqbgAAAAJ,10.1093/restud/rdaa017
hHHrLskAAAAJ,10.1093/restud/rdaa047
N1QJTCUAAAAJ,10.1093/restud/rdaa047
FJEWbXMAAAAJ,10.1093/restud/rdaa047
iUSmaVYAAAAJ,10.1093/restud/rdaa055
s5B27PkAAAAJ,10.1093/restud/rdaa024
0bkD7vUAAAAJ,10.1093/restud/rdaa034
95TtnYcAAAAJ,10.1093/restud/rdaa034
Dx5fRlIAAAAJ,10.1093/restud/rdaa037
VJqKoT8AAAAJ,10.1093/restud/rdaa050
qApVqksAAAAJ,10.1093/restud/rdaa050
GuWKWrQAAAAJ,10.1093/restud/rdaa016
8nNZVusAAAAJ,10.1093/restud/rdaa029
G3OmSh4AAAAJ,10.1093/restud/rdaa058
-u3JXM0AAAAJ,10.1093/restud/rdaa039
YAtRFBEAAAAJ,10.1093/restud/rdz066
rwfHSYgAAAAJ,10.1093/restud/rdz066
QeCN--AAAAAJ,10.1093/restud/rdaa026
mJf2-XIAAAAJ,10.1093/restud/rdaa026
AUWQy1oAAAAJ,10.1093/restud/rdaa026
7RoJemEAAAAJ,10.1093/restud/rdaa021
cxFJWPcAAAAJ,10.1093/restud/rdaa021
Q2Q7FcIAAAAJ,10.1093/restud/rdaa003
SeMvFI8AAAAJ,10.1093/restud/rdaa003
eFKmhhAAAAAJ,10.1093/restud/rdaa003
wJhs6KYAAAAJ,10.1093/restud/rdaa010
b7t-18YAAAAJ,10.1093/restud/rdz058
LmTNS0EAAAAJ,10.1093/restud/rdz044
NLGWpkAAAAAJ,10.1093/restud/rdz044
Y-3S2-wAAAAJ,10.1093/restud/rdaa006
LqzFDdcAAAAJ,10.1093/restud/rdaa006
1iaKML0AAAAJ,10.1093/restud/rdaa006
ylxqtCkAAAAJ,10.1093/restud/rdaa009
qjNdQBUAAAAJ,10.1093/restud/rdaa019
lHGJxmQAAAAJ,10.1093/restud/rdaa019
kL8OQvsAAAAJ,10.1093/restud/rdaa020
Iz1zU8UAAAAJ,10.1093/restud/rdaa020
pkmhVmUAAAAJ,10.1093/restud/rdz052
bxBX9rQAAAAJ,10.1093/restud/rdz052
BeG7MeoAAAAJ,10.1093/restud/rdaa027
0on959gAAAAJ,10.1093/restud/rdaa012
pp-pk2YAAAAJ,10.1093/restud/rdaa012
bI9Q6BIAAAAJ,10.1093/restud/rdaa012
rPf7-c8AAAAJ,10.1093/restud/rdz050
WzIrIOgAAAAJ,10.1093/restud/rdz051
GnbDdgEAAAAJ,10.1093/restud/rdz051
li9Ss3oAAAAJ,10.1093/restud/rdaa022
TsnLLTYAAAAJ,10.1093/restud/rdaa022
XMsRkngAAAAJ,10.1093/restud/rdz061
u6GubGQAAAAJ,10.1093/restud/rdz061
0_9KI3YAAAAJ,10.1093/restud/rdaa008
IBtkgvgAAAAJ,10.1093/restud/rdz064
dX8EO9sAAAAJ,10.1093/restud/rdz048
6PId0mQAAAAJ,10.1093/restud/rdz048
ZdLtGugAAAAJ,10.1093/restud/rdaa025
wlIgZlEAAAAJ,10.1093/restud/rdaa011
2CZKt58AAAAJ,10.1093/restud/rdaa011
DTPtQIEAAAAJ,10.1093/restud/rdaa011
euTMS0sAAAAJ,10.1093/restud/rdaa002
MAybFB0AAAAJ,10.1093/restud/rdaa002
P3vioNgAAAAJ,10.1093/restud/rdaa002
9XS5ILwAAAAJ,10.1093/restud/rdz062
Qxr2nc4AAAAJ,10.1093/restud/rdz062
gaqjFHAAAAAJ,10.1093/restud/rdz045
17FOQTEAAAAJ,10.1093/restud/rdz045
tArAJ7sAAAAJ,10.1093/restud/rdz065
l9Or8EMAAAAJ,10.1093/restud/rdz042
Vh0eC9QAAAAJ,10.1093/restud/rdz042
czf1yGsAAAAJ,10.1093/restud/rdz059
x926N0gAAAAJ,10.1093/restud/rdz059
DtD77jsAAAAJ,10.1093/restud/rdz059
tUdk8OoAAAAJ,10.1093/restud/rdz031
l7Q0SrUAAAAJ,10.1093/restud/rdz031
xydI3TIAAAAJ,10.1093/restud/rdz038
o5GaIn4AAAAJ,10.1093/restud/rdz038
j9E1FvMAAAAJ,10.1093/restud/rdz038
42Maq10AAAAJ,10.1093/restud/rdz057
AOozZ6wAAAAJ,10.1093/restud/rdz057
Ybe6BDsAAAAJ,10.1093/restud/rdaa014
I6YG9yQAAAAJ,10.1093/restud/rdz047
xAMeGHcAAAAJ,10.1093/restud/rdz047
3I2XjjcAAAAJ,10.1093/restud/rdz041
QVmIqhwAAAAJ,10.1093/restud/rdz041
VDJQu5MAAAAJ,10.1093/restud/rdaa004
sUlIaKsAAAAJ,10.1093/restud/rdaa004
CmHwmEIAAAAJ,10.1093/restud/rdaa004
-UIX_U8AAAAJ,10.1093/restud/rdz028
AZDVYOIAAAAJ,10.1093/restud/rdz030
PVj6uMYAAAAJ,10.1093/restud/rdz030
qdh_iZsAAAAJ,10.1093/restud/rdz030
wUSn3E4AAAAJ,10.1093/restud/rdz018
CPkgAPMAAAAJ,10.1093/restud/rdz022
0sJpqp4AAAAJ,10.1093/restud/rdz022
iOAnDTQAAAAJ,10.1093/restud/rdz054
IHbBvV8AAAAJ,10.1093/restud/rdz054
fS5ydyQAAAAJ,10.1093/restud/rdz063
F1RsvjEAAAAJ,10.1093/restud/rdz004
tmmQ55sAAAAJ,10.1093/restud/rdz004
oghWSAsAAAAJ,10.1093/restud/rdz015
UgwxWmgAAAAJ,10.1093/restud/rdaa001
DjxKbYYAAAAJ,10.1093/restud/rdaa001
GTdydCsAAAAJ,10.1093/restud/rdz056
BcsWLSIAAAAJ,10.1093/restud/rdz037
8r45v0wAAAAJ,10.1093/restud/rdz037
M695hyAAAAAJ,10.1093/restud/rdz037
f8DkzF0AAAAJ,10.1093/restud/rdaa005
zcleqRcAAAAJ,10.1093/restud/rdaa005
c4bammQAAAAJ,10.1093/restud/rdz060
hDyyAeEAAAAJ,10.1093/restud/rdz060
kEqB5R4AAAAJ,10.1093/restud/rdz053
l9Or8EMAAAAJ,10.1093/restud/rdz009
cHDhVN4AAAAJ,10.1093/restud/rdz009
Ot8-8UgAAAAJ,10.1093/restud/rdz013
dMC9GdoAAAAJ,10.1093/restud/rdz013
zGJKZpkAAAAJ,10.1093/restud/rdz029
q1sCjXgAAAAJ,10.1093/restud/rdz029
dVlCyicAAAAJ,10.1093/restud/rdz025
larGheYAAAAJ,10.1093/restud/rdz025
VGM_baEAAAAJ,10.1093/restud/rdz025
-Y1OcgEAAAAJ,10.1093/restud/rdz049
1tfciDYAAAAJ,10.1093/restud/rdz049
QSIlWFcAAAAJ,10.1093/restud/rdz049
GUvS50IAAAAJ,10.1093/restud/rdz034
PspKXL8AAAAJ,10.1093/restud/rdz034
vhBGfTAAAAAJ,10.1093/restud/rdz034
gxpxW8IAAAAJ,10.1093/restud/rdz046
CN_vM98AAAAJ,10.1093/restud/rdz046
1S2bLkcAAAAJ,10.1093/restud/rdz039
71IQR0IAAAAJ,10.1093/restud/rdz039
zxsWo3MAAAAJ,10.1093/restud/rdz039
Jb4q5SIAAAAJ,10.1093/restud/rdz023
NHToo7IAAAAJ,10.1093/restud/rdz023
LTyI2MYAAAAJ,10.1093/restud/rdz043
zc4UekcAAAAJ,10.1093/restud/rdz040
L4NZ5XMAAAAJ,10.1093/restud/rdz040
A76r0qMAAAAJ,10.1093/restud/rdz002
pQy1Z5kAAAAJ,10.1093/restud/rdz002
wXlFvRcAAAAJ,10.1093/restud/rdz019
KCcm-vEAAAAJ,10.1093/restud/rdz019
9DDbFKUAAAAJ,10.1093/restud/rdz012
o6s6s9MAAAAJ,10.1093/restud/rdz055
_mCaWxEAAAAJ,10.1093/restud/rdz010
RFm2iicAAAAJ,10.1093/restud/rdz010
KnspFvkAAAAJ,10.1093/restud/rdz010
7zCWDw8AAAAJ,10.1093/restud/rdy060
Mqn_a8gAAAAJ,10.1093/restud/rdy060
jlGZrY8AAAAJ,10.1093/restud/rdy060
larGheYAAAAJ,10.1093/restud/rdy074
76OpcOQAAAAJ,10.1093/restud/rdy074
GZ17nusAAAAJ,10.1093/restud/rdy074
Bnmw7PgAAAAJ,10.1093/restud/rdz026
5Qn32owAAAAJ,10.1093/restud/rdz026
qVb-oHgAAAAJ,10.1093/restud/rdz017
44x9uF4AAAAJ,10.1093/restud/rdz017
uqzFSzgAAAAJ,10.1093/restud/rdz024
VDJQu5MAAAAJ,10.1093/restud/rdz032
N3hKgKsAAAAJ,10.1093/restud/rdz032
TSZf5xgAAAAJ,10.1093/restud/rdz032
FiMNc2kAAAAJ,10.1093/restud/rdz001
ljCoWykAAAAJ,10.1093/restud/rdz001
MFZEbUEAAAAJ,10.1093/restud/rdz021
IpSjYIoAAAAJ,10.1093/restud/rdz021
jjdqOJ8AAAAJ,10.1093/restud/rdz003
hzWDi8MAAAAJ,10.1093/restud/rdz003
HGnOTWIAAAAJ,10.1093/restud/rdz036
zLJG304AAAAJ,10.1093/restud/rdz027
Ndaa3_AAAAAJ,10.1093/restud/rdz035
rPf7-c8AAAAJ,10.1093/restud/rdy045
wgH7YN4AAAAJ,10.1093/restud/rdy045
XcsDPsQAAAAJ,10.1093/restud/rdy076
DZBtO9YAAAAJ,10.1093/restud/rdy076
ppCeXCYAAAAJ,10.1093/restud/rdy076
EigDFLMAAAAJ,10.1093/restud/rdz005
rc1pLHMAAAAJ,10.1093/restud/rdz005
ns5_pzkAAAAJ,10.1093/restud/rdz005
CF6_E90AAAAJ,10.1093/restud/rdy068
LTyI2MYAAAAJ,10.1093/restud/rdy068
OP0G9lYAAAAJ,10.1093/restud/rdy068
HLpqZooAAAAJ,10.1093/restud/rdz008
iT7_PykAAAAJ,10.1093/restud/rdz008
yhDMl8AAAAAJ,10.1093/restud/rdz008
ow_o-ycAAAAJ,10.1093/restud/rdz020
yg3J5sIAAAAJ,10.1093/restud/rdz020
Bmv5U-UAAAAJ,10.1093/restud/rdz020
kDO1FPUAAAAJ,10.1093/restud/rdy075
XmJkqlYAAAAJ,10.1093/restud/rdy061
8MNnGfUAAAAJ,10.1093/restud/rdy061
UBGsr7wAAAAJ,10.1093/restud/rdy061
7I1Mh6YAAAAJ,10.1093/restud/rdz006
PrHGlrEAAAAJ,10.1093/restud/rdz011
glKmIkoAAAAJ,10.1093/restud/rdz011
-N9TnD0AAAAJ,10.1093/restud/rdz011
Gx9VWyEAAAAJ,10.1093/restud/rdz007
JI8pOCwAAAAJ,10.1093/restud/rdz007
wNFSBUgAAAAJ,10.1093/restud/rdy070
gIzvWAMAAAAJ,10.1093/restud/rdy062
xMMgSyUAAAAJ,10.1093/restud/rdy062
6VW1kJgAAAAJ,10.1093/restud/rdy065
aoYy-yUAAAAJ,10.1093/restud/rdy065
drUcRZ8AAAAJ,10.1093/restud/rdy069
XOFgwAIAAAAJ,10.1093/restud/rdy069
GZ17nusAAAAJ,10.1093/restud/rdy069
IUk-Ph0AAAAJ,10.1093/restud/rdy071
TUOPiakAAAAJ,10.1093/restud/rdy071
Q659MuAAAAAJ,10.1093/restud/rdy064
cHqYh6wAAAAJ,10.1093/restud/rdy064
kcJpYSQAAAAJ,10.1093/restud/rdy073
XWl6OhQAAAAJ,10.1093/restud/rdy047
9g00nqYAAAAJ,10.1093/restud/rdy028
JnJ09pMAAAAJ,10.1093/restud/rdy028
rG8BlPMAAAAJ,10.1093/restud/rdy028
Wq7g2GwAAAAJ,10.1093/restud/rdy054
GYmUFP8AAAAJ,10.1093/restud/rdy054
iC29jeUAAAAJ,10.1093/restud/rdy066
Il-d9X8AAAAJ,10.1093/restud/rdy066
pV1QSuQAAAAJ,10.1093/restud/rdy051
NA9x7LIAAAAJ,10.1093/restud/rdy051
OHVYjwkAAAAJ,10.1093/restud/rdy058
juU250QAAAAJ,10.1093/restud/rdy038
I9ZWMJ0AAAAJ,10.1093/restud/rdy038
z-JrbSkAAAAJ,10.1093/restud/rdy038
Fod06AsAAAAJ,10.1093/restud/rdy059
n93QXi0AAAAJ,10.1093/restud/rdy059
_DKDBTUAAAAJ,10.1093/restud/rdy059
FirH3WYAAAAJ,10.1093/restud/rdy044
BiLEuXYAAAAJ,10.1093/restud/rdy044
7OqyQeoAAAAJ,10.1093/restud/rdy026
tW2Cn-4AAAAJ,10.1093/restud/rdy026
YDdLZhkAAAAJ,10.1093/restud/rdy026
MYrv4_YAAAAJ,10.1093/restud/rdy041
uSJGoVYAAAAJ,10.1093/restud/rdy063
_IlDfNAAAAAJ,10.1093/restud/rdy063
Fo1f2fUAAAAJ,10.1093/restud/rdy072
aT84uTIAAAAJ,10.1093/restud/rdy072
NuQsI0cAAAAJ,10.1093/restud/rdy055
5ZcgLQMAAAAJ,10.1093/restud/rdy055
IDN0UEkAAAAJ,10.1093/restud/rdy040
gOGNZX0AAAAJ,10.1093/restud/rdy040
bMOqYycAAAAJ,10.1093/restud/rdy046
faxNJkoAAAAJ,10.1093/restud/rdy046
HlF98VwAAAAJ,10.1093/restud/rdy043
h353SDYAAAAJ,10.1093/restud/rdy056
NVteqa8AAAAJ,10.1093/restud/rdy029
VDQ-25kAAAAJ,10.1093/restud/rdy029
ohLlBPAAAAAJ,10.1093/restud/rdy019
Nn8qrgkAAAAJ,10.1093/restud/rdy039
KRXr5_oAAAAJ,10.1093/restud/rdy039
6RkU0KEAAAAJ,10.1093/restud/rdy048
gJaj8MUAAAAJ,10.1093/restud/rdy048
ZTWrzykAAAAJ,10.1093/restud/rdy024
1rDKD9kAAAAJ,10.1093/restud/rdy037
iOjniY0AAAAJ,10.1093/restud/rdy037
zl0AOEgAAAAJ,10.1093/restud/rdy037
TNdmZVEAAAAJ,10.1093/restud/rdy053
uVVxqXIAAAAJ,10.1093/restud/rdy053
rrIp8rMAAAAJ,10.1093/restud/rdy053
-V66__IAAAAJ,10.1093/restud/rdy017
vnCBfGYAAAAJ,10.1093/restud/rdy017
9wCeEwgAAAAJ,10.1093/restud/rdy021
QCOndUMAAAAJ,10.1093/restud/rdy021
txxW5q4AAAAJ,10.1093/restud/rdy031
h7N7aI8AAAAJ,10.1093/restud/rdy004
GyGVDUIAAAAJ,10.1093/restud/rdy004
cL23w-4AAAAJ,10.1093/restud/rdy030
qZpr_CQAAAAJ,10.1093/restud/rdy030
tyNqkIAAAAAJ,10.1093/restud/rdy052
7qBP1y8AAAAJ,10.1093/restud/rdy036
NoILHG0AAAAJ,10.1093/restud/rdy013
BrKoyUwAAAAJ,10.1093/restud/rdy013
xIT6U4sAAAAJ,10.1093/restud/rdy006
9EF9KHoAAAAJ,10.1093/restud/rdy006
u28CgfIAAAAJ,10.1093/restud/rdy006
KS_r8EsAAAAJ,10.1093/restud/rdy015
bNa-RX0AAAAJ,10.1093/restud/rdy015
b-BJP3IAAAAJ,10.1093/restud/rdy011
gej_4OwAAAAJ,10.1093/restud/rdy011
ojp5aLkAAAAJ,10.1093/restud/rdy035
vAMhWhoAAAAJ,10.1093/restud/rdy035
xd3uJQMAAAAJ,10.1093/restud/rdy035
yoDpXhsAAAAJ,10.1093/restud/rdy008
pOXv9YAAAAAJ,10.1093/restud/rdy008
QkhGUdIAAAAJ,10.1093/restud/rdx071
atfYgxcAAAAJ,10.1093/restud/rdx071
n34vg7sAAAAJ,10.1093/restud/rdy025
jG0PhDwAAAAJ,10.1093/restud/rdy009
bp0NP8MAAAAJ,10.1093/restud/rdy009
bGmpITYAAAAJ,10.1093/restud/rdx079
h-17_LsAAAAJ,10.1093/restud/rdy001
pkmhVmUAAAAJ,10.1093/restud/rdy001
sLxHMjEAAAAJ,10.1093/restud/rdy033
CPLK16oAAAAJ,10.1093/restud/rdy027
7xsyvJMAAAAJ,10.1093/restud/rdy027
ond43GsAAAAJ,10.1093/restud/rdy027
yNCGLeIAAAAJ,10.1093/restud/rdx075
Z6v4OwgAAAAJ,10.1093/restud/rdx075
wyvHNI4AAAAJ,10.1093/restud/rdx075
vnHLYpAAAAAJ,10.1093/restud/rdy042
vVNdS-cAAAAJ,10.1093/restud/rdy042
9aHwwswAAAAJ,10.1093/restud/rdy034
A9bNjdoAAAAJ,10.1093/restud/rdy034
loXqXPQAAAAJ,10.1093/restud/rdy034
HtsEDMcAAAAJ,10.1093/restud/rdy022
rJVT_IIAAAAJ,10.1093/restud/rdy022
zGJKZpkAAAAJ,10.1093/restud/rdy032
j9E1FvMAAAAJ,10.1093/restud/rdy032
34ifGEoAAAAJ,10.1093/restud/rdy032
V0V8dUMAAAAJ,10.1093/restud/rdy018
Bnmw7PgAAAAJ,10.1093/restud/rdy018
w-WVFfsAAAAJ,10.1093/restud/rdy012
8-x_XN4AAAAJ,10.1093/restud/rdx081
rMKAiNkAAAAJ,10.1093/restud/rdx081
fS5ydyQAAAAJ,10.1093/restud/rdy050
Gx9VWyEAAAAJ,10.1093/restud/rdy050
BAt26qcAAAAJ,10.1093/restud/rdy049
AO33ekIAAAAJ,10.1093/restud/rdy049
3leuMboAAAAJ,10.1093/restud/rdy020
Bz-VsLwAAAAJ,10.1093/restud/rdy020
1DiHNG8AAAAJ,10.1093/restud/rdy010
2RyZ498AAAAJ,10.1093/restud/rdy010
WUq-Kt4AAAAJ,10.1093/restud/rdy014
hixvrRMAAAAJ,10.1093/restud/rdy014
2y0XBfQAAAAJ,10.1093/restud/rdx082
Yg6hWn0AAAAJ,10.1093/restud/rdx082
3aahhncAAAAJ,10.1093/restud/rdx082
ktpxHsMAAAAJ,10.1093/restud/rdx068
-dM_m3oAAAAJ,10.1093/restud/rdx070
3JArHAIAAAAJ,10.1093/restud/rdx070
HG8AJwMAAAAJ,10.1093/restud/rdx070
nXQclCIAAAAJ,10.1093/restud/rdx074
vagFmTIAAAAJ,10.1093/restud/rdx074
FnkFVAMAAAAJ,10.1093/restud/rdx080
AmAZFCMAAAAJ,10.1093/restud/rdx076
Pr9CWWgAAAAJ,10.1093/restud/rdx076
QbhkypEAAAAJ,10.1093/restud/rdy005
pp_DXsgAAAAJ,10.1093/restud/rdy007
6SHmnoEAAAAJ,10.1093/restud/rdy007
pCb_SrwAAAAJ,10.1093/restud/rdx078
hWIiZJEAAAAJ,10.1093/restud/rdx067
POJBZMAAAAAJ,10.1093/restud/rdx066
yP1gSLEAAAAJ,10.1093/restud/rdx066
17FOQTEAAAAJ,10.1093/restud/rdx069
gaqjFHAAAAAJ,10.1093/restud/rdx069
DTPmQbEAAAAJ,10.1093/restud/rdx061
WR6OO9wAAAAJ,10.1093/restud/rdx063
PF3lCKwAAAAJ,10.1093/restud/rdx063
dvxSwGsAAAAJ,10.1093/restud/rdx064
_mCaWxEAAAAJ,10.1093/restud/rdx060
S677PpQAAAAJ,10.1093/restud/rdx060
xIqtgX8AAAAJ,10.1093/restud/rdx060
jNbcsHYAAAAJ,10.1093/restud/rdx057
AS-oqJQAAAAJ,10.1093/restud/rdx057
wiaQFDAAAAAJ,10.1093/restud/rdx062
HxyyurgAAAAJ,10.1093/restud/rdx062
lReUxqkAAAAJ,10.1093/restud/rdy016
WH3ZYYEAAAAJ,10.1093/restud/rdy016
ucMCnvoAAAAJ,10.1093/restud/rdx058
KIVWQO8AAAAJ,10.1093/restud/rdx065
X5YMlJkAAAAJ,10.1093/restud/rdx065
ZXwgKqUAAAAJ,10.1093/restud/rdx054
R8J3d7QAAAAJ,10.1093/restud/rdx059
ZEDUm5UAAAAJ,10.1093/restud/rdx059
Q5mkYc4AAAAJ,10.1093/restud/rdx052
EMDdprwAAAAJ,10.1093/restud/rdx053
vnmAKXEAAAAJ,10.1093/restud/rdx073
W9CMlaIAAAAJ,10.1093/restud/rdx073
Y1f2unMAAAAJ,10.1093/restud/rdx042
_Ig5Iz8AAAAJ,10.1093/restud/rdx042
xP4cswUAAAAJ,10.1093/restud/rdx051
Joau394AAAAJ,10.1093/restud/rdx051
PPkNjpIAAAAJ,10.1093/restud/rdx036
9uansuYAAAAJ,10.1093/restud/rdx036
PcXuWNcAAAAJ,10.1093/restud/rdx035
Nk90dpsAAAAJ,10.1093/restud/rdx035
7CqD-f4AAAAJ,10.1093/restud/rdx035
2-AzAcgAAAAJ,10.1093/restud/rdx044
ye0wq5UAAAAJ,10.1093/restud/rdx044
W2WRKhEAAAAJ,10.1093/restud/rdx028
SeMvFI8AAAAJ,10.1093/restud/rdx028
g-pab9EAAAAJ,10.1093/restud/rdx028
mf_EKQgAAAAJ,10.1093/restud/rdx028
JIOIEp0AAAAJ,10.1093/restud/rdx031
ZxafrCsAAAAJ,10.1093/restud/rdx031
8psOtfkAAAAJ,10.1093/restud/rdx031
MwHeROkAAAAJ,10.1093/restud/rdx049
AMBZL7YAAAAJ,10.1093/restud/rdx033
GYmUFP8AAAAJ,10.1093/restud/rdx033
yhPO97QAAAAJ,10.1093/restud/rdx043
GqLQ5fcAAAAJ,10.1093/restud/rdx050
KCcm-vEAAAAJ,10.1093/restud/rdx029
7QTPK3AAAAAJ,10.1093/restud/rdx029
TbsaJFoAAAAJ,10.1093/restud/rdx047
gaqjFHAAAAAJ,10.1093/restud/rdx038
7TXnVRUAAAAJ,10.1093/restud/rdx046
_-mHkCwAAAAJ,10.1093/restud/rdx045
-39VY8EAAAAJ,10.1093/restud/rdx034
Nz-ZDA4AAAAJ,10.1093/restud/rdx037
7pdJqwsAAAAJ,10.1093/restud/rdx037
4bRb8usAAAAJ,10.1093/restud/rdx027
RFsOwqEAAAAJ,10.1093/restud/rdx027
3lEqgdEAAAAJ,10.1093/restud/rdx008
yqGjFekAAAAJ,10.1093/restud/rdx008
Pk9mBK4AAAAJ,10.1093/restud/rdx008
dVlCyicAAAAJ,10.1093/restud/rdx032
llNgiToAAAAJ,10.1093/restud/rdx032
5lF-YiMAAAAJ,10.1093/restud/rdx041
WZoeTyYAAAAJ,10.1093/restud/rdx013
R8J3d7QAAAAJ,10.1093/restud/rdx013
Dj2OPTUAAAAJ,10.1093/restud/rdx015
CN_vM98AAAAJ,10.1093/restud/rdx019
LTyI2MYAAAAJ,10.1093/restud/rdx010
zcleqRcAAAAJ,10.1093/restud/rdx010
6Eo7zF0AAAAJ,10.1093/restud/rdx025
5BTGiLoAAAAJ,10.1093/restud/rdx025
chrXhJkAAAAJ,10.1093/restud/rdx025
IrQ6LpsAAAAJ,10.1093/restud/rdx023
N1b97i8AAAAJ,10.1093/restud/rdx023
I84Ih6cAAAAJ,10.1093/restud/rdx023
GlhHpg0AAAAJ,10.1093/restud/rdx016
nR6k_vcAAAAJ,10.1093/restud/rdx016
aT84uTIAAAAJ,10.1093/restud/rdx022
JBVQUOsAAAAJ,10.1093/restud/rdx022
cPUT9ocAAAAJ,10.1093/restud/rdx012
KIabvakAAAAJ,10.1093/restud/rdx012
JH5WkqQAAAAJ,10.1093/restud/rdx021
k76Qr5kAAAAJ,10.1093/restud/rdx018
EBw_Rs4AAAAJ,10.1093/restud/rdx018
LEYXLrUAAAAJ,10.1093/restud/rdw061
JAvUh28AAAAJ,10.1093/restud/rdw061
IUk-Ph0AAAAJ,10.1093/restud/rdw053
TUOPiakAAAAJ,10.1093/restud/rdw053
AMBZL7YAAAAJ,10.1093/restud/rdx002
aKVRFSIAAAAJ,10.1093/restud/rdx002
xXlHwJkAAAAJ,10.1093/restud/rdw054
wAwboAcAAAAJ,10.1093/restud/rdx005
iO2Qc24AAAAJ,10.1093/restud/rdx006
EjAJkH0AAAAJ,10.1093/restud/rdx006
tW2Cn-4AAAAJ,10.1093/restud/rdx009
iEOdiJYAAAAJ,10.1093/restud/rdx009
M0--M28AAAAJ,10.1093/restud/rdw060
ETDWxI8AAAAJ,10.1093/restud/rdw060
iEOdiJYAAAAJ,10.1093/restud/rdx014
HR5897gAAAAJ,10.1093/restud/rdw055
UBGsr7wAAAAJ,10.1093/restud/rdw055
zQQPRfEAAAAJ,10.1093/restud/rdw058
ZJ-6pjIAAAAJ,10.1093/restud/rdw058
wnzhxdcAAAAJ,10.1093/restud/rdx004
WtI6N7EAAAAJ,10.1093/restud/rdw064
mf0G-x4AAAAJ,10.1093/restud/rdw038
Re1SrTkAAAAJ,10.1093/restud/rdw038
XP881OQAAAAJ,10.1093/restud/rdw038
pAZBCjUAAAAJ,10.1093/restud/rdx030
JTOctdQAAAAJ,10.1093/restud/rdw032
BJ5eODkAAAAJ,10.1093/restud/rdw042
fGFaDCkAAAAJ,10.1093/restud/rdw042
FNtc-0MAAAAJ,10.1093/restud/rdw047
Jv9CWUsAAAAJ,10.1093/restud/rdx007
cxFJWPcAAAAJ,10.1093/restud/rdw033
